"","tic","year","assets.total","cash","shares.outstanding.common","co.stock","financing.net.cash.flow","gross.profit.loss","invested.capital","total.inventories","liabilities.total","net.income.loss","volatility.assumption","risk.free.rate","retained.earnings","retained.earnings.restatement","revenue.total","working.capital","deffered.long.asset.tax","net.deferred.tax.asset","eps","trade.volume","stock.price.trend","price.close.monthly","settlement","was.litigated","quality.rating","market.cap","settlement.dollars","mpl","earnings"
"16","ANDR",2011,1.34102034248155,0.561553868829873,63.721,-0.450985623409974,-0.0102426606261719,0.805585258248418,1.21068248601352,0.179758693989316,0.130337856468037,-0.132130322077617,0,0,-18.7901609187123,0,1.06626097118449,0.788684868215234,0.0338007800663672,0.039690309926416,-0.01,15.7639386771276,-0.00891785714285714,0.0612864725177568,0,FALSE,2,1.36231804147711,0,0.145511020238166,0.163168144440074
"17","ANDR",2012,1.25778121842677,0.589100211418652,63.721,-0.450985623409974,0,0.786703373348435,1.11109627740381,0.213451879695482,0.146684941022961,-0.503449694131681,0,0,-25.2476818142809,0,1.12121248023298,0.763098900080372,0,0,-0.02,15.5596269049187,-0.02486,0.0465394389754029,0,FALSE,2,1.08705900272233,0,0.53417059911571,0.429743040318351
"18","ANDR",2013,0.617045116505934,0.221242422555014,63.721,-0.450985623409974,0,0.55686717757097,0.48673332962103,0.181640028917666,0.130311786884903,-0.247349028416505,222.3,1.65,-16.8124329323781,0,0.71925911572635,0.371023542624758,0,0,-0.02,16.4324671702675,0.0239380952380952,0.070933111711261,0,FALSE,2,1.50849624401951,0,0.337474201548315,0.281955768152561
"19","AAPL",2010,0.316931441770346,0.0474703718363974,915.97,9.2750038853019,0.00529884179010315,0.112198864825287,0.201461374694367,0.00443045562561528,0.115470067075979,0.0590713365192645,36.3,3.71,0.156490774680986,0,0.274953823197675,0.0883393226359599,0,-0.0108168878547372,15.41,22.4049664083478,113.770285885167,258.984083985697,0,FALSE,3,12.3767502210647,0,0.439294508505205,0.0595017259857986
"20","AAPL",2011,0.344125671763197,0.0290243571710802,929.277,9.49784742911368,0.00427011428986651,0.134964000131238,0.226561500220307,0.00229474285937425,0.11756417154289,0.076655057217396,0,0,0.187139828753402,0,0.320107757454128,0.0503246571917925,0,-0.0177960857315905,28.05,22.2072727632397,54.5499880952381,363.900377259849,0,FALSE,3,12.7312870057759,0,0.149903631609279,0.0770815359170964
"21","AAPL",2012,0.325765245643792,0.0198829592062442,939.208,9.70637717826873,-0.00314175178970805,0.132973071773232,0.218719952332973,0.00146356046269674,0.107045293310818,0.0772171539693087,0,0,0.188334882903889,0,0.289581442346071,0.0353604348958248,0,-0.0201086916669889,44.64,22.2708098348528,103.477295,575.445279227602,0,FALSE,3,13.2001811066872,0,0.179821259701519,0.0775747088583619
"22","AAPL",2013,0.48707552242517,0.0335517385229976,899.213,9.89161737996564,-0.0385401448396225,0.167208085502681,0.330620746765402,0.00415073053892754,0.196362026192768,0.087148870164546,0,0,0.244208372439113,0,0.402154963950173,0.0697153312966809,0,-0.0288998143305601,40.03,22.0156516742581,61.8358142857143,472.619311888582,0,FALSE,3,12.9598101633218,0,0.130836410468753,0.0846981894160028
"23","ARW",2010,2.99401688645345,0.288881801861151,114.647,4.83100610961301,0.0844776897159365,0.754265042198107,1.56316284083512,0.595324711744902,1.98010154846375,0.14957706737369,37,2.4,0.742502957522281,0,5.84570119665156,0.85530245978249,0,0.0292483464707717,4.06,19.4477744850114,5.27806220095694,27.9691089428941,0,FALSE,3,8.07295849147277,0,0.188710416614752,0.145160148229588
"24","ARW",2011,2.36637791290347,0.0955516412797699,111.814,4.83136507722602,-0.00335103768824153,0.70988431501272,1.34895770553527,0.472816755967701,1.48154891842926,0.144165161153525,37,2.4,0.698691959880264,0,5.14976512863253,0.738067074034435,0,0.0272570646534919,5.25,19.4742798925068,0.0206666666666635,37.1477520848399,0,FALSE,3,8.33174003667139,0,0.00055633693848995,0.141327528729324
"25","ARW",2012,2.74149775109993,0.104133168769094,106.001,4.83169999744637,-0.0654971613770343,0.69576128188379,1.41700860805083,0.52175881458806,1.72799309851532,0.12869908419463,39,1,0.870418006549618,0,5.18655997739469,0.712995651239731,0,0.0291968070439644,4.64,19.046034073199,-1.1435,37.1150420228767,0,FALSE,3,8.27747086083302,0,0.0308096108121117,0.125016698004546
"26","ARW",2013,2.74801524662439,0.0889968214899339,99.936,4.83169999744637,-0.00605498827731295,0.635899995402174,1.46070696693593,0.493806110200292,1.79452194530469,0.091005961156137,41,1,0.88956743505438,0,4.86615654977354,0.748203793970233,0,0.0196459591424764,3.89,18.9082309342052,13.6066666666667,43.9175398435152,0,FALSE,3,8.38684376224116,0,0.309823061928087,0.0885750889931597
"28","ALOT",2010,1.22894641750009,0.145963266251799,7.245,-0.837017550979647,-0.040480227078381,0.571809204825537,1.02645074631398,0.272357623103259,0.202495671186109,0.0389865615299493,41.06,2.27,0.512573076176977,0,1.34271079224582,0.797825381609735,0,0.0097750011207487,0.28,13.842019081765,0.0895105263157889,7.30020973241734,0,FALSE,3,3.96821465398241,0,0.0122613636589519,0.0383550624246631
"29","ALOT",2011,1.17299856979515,0.204717653229586,7.414,-0.802962046567152,-0.0335482278617862,0.582336366111808,0.973615749463297,0.247133947580384,0.199382820331856,0.054782611920289,39.25,1.47,0.490454801483047,0,1.38518498908156,0.773218436318102,0,0.0126811601667336,0.43,13.547773586319,-0.340219285714285,7.71127936420019,0,FALSE,3,4.0460542142319,0,0.044119693976302,0.055762472047931
"30","ALOT",2012,1.29803935562849,0.503521604559053,7.369,-0.794073099149906,-0.0492817364506005,0.407037255674225,1.03691437369709,0.181582245148735,0.261124981931396,0.174890064721034,39.1,0.91,0.589058066045164,0,0.994471006081597,0.919313921520975,0.00578256367053849,0.034289303113783,1.46,13.3915688030591,1.627745,8.35451067079755,0,FALSE,3,4.12008360488759,0,0.194834271466028,0.174755896249352
"31","ALOT",2013,0.918688608091527,0.0982861536105309,7.561,-0.765717873394781,-0.0117952811130729,0.335641146078691,0.784945910156085,0.178849926807414,0.133742697935442,0.0378485943408494,38.265,0.825,0.440431790372954,0,0.80825366843946,0.649765625511557,0.00368823475363819,0.0224946969479083,0.43,14.6417824859798,3.63551428571428,11.22397120063,0,FALSE,3,4.44105523349898,0,0.323906237883986,0.0383108609523038
"32","AVT",2010,1.81118654475313,0.254163885542753,151.836,5.023051229711,0.0690674723059694,0.54424577976176,0.989749734098506,0.421883349851748,1.11087753627887,0.0955050294845897,34.3,3,0.384422580153846,-0.010051568641566,4.45912905862955,0.742534440473588,0,0.0328571559146462,2.71,19.6893878774317,4.41574162679426,28.2992292386929,0,FALSE,3,8.36563555989155,0,0.156037522773119,0.0957623254379903
"33","AVT",2011,2.05706236277778,0.140244760669899,152.797,5.02935890809436,0.0131270627740727,0.661744388413782,1.10677906239922,0.539201807900345,1.21474942368341,0.138943725292446,33.7,1.8,0.554621309546199,0,5.51032881611358,0.7786440264992,0,0.0289282568419146,4.39,19.7468533277458,-4.12669047619048,31.5149876985778,0,FALSE,3,8.47957347566136,0,0.130943743835785,0.139298801001852
"34","AVT",2012,2.21869323830808,0.219704149198645,142.548,4.95994532644245,0.061768334776204,0.687114217799471,1.12981088635243,0.521216925374379,1.36643759498592,0.123727163722674,33.7,1.2,0.545521624871373,0,5.6095453298712,0.754074773402104,0,0.0300352354643692,3.85,19.3917253076416,-2.3195,32.1492929400246,0,FALSE,3,8.43006924300296,0,0.0721477764480572,0.119753800097012
"35","AVT",2013,2.0630612202567,0.198797137596333,137.089,4.92090750372148,-0.0677695446399876,0.610654642543851,1.08249874055864,0.445977739323519,1.21828816214576,0.0886450137459658,35,0.9,0.557754758165152,0,5.01431249583401,0.696328363460938,0,0.0260721787235009,3.26,19.1381325350103,9.11714285714286,37.0361675462536,0,FALSE,3,8.53252528639421,0,0.246168636259588,0.0880220664281383
"36","BMI",2010,0.357669917690544,0.00511823359034433,15.048,3.05678033511892,-0.00450185842180821,0.184387306129585,0.278997580654888,0.0800558673198695,0.0786723370356553,0.0474907125822108,49,2.4,0.236880267727416,0,0.458361097776405,0.107133294750561,0.00274717749847553,0.00792008953119,1.92,16.9017902327323,4.04868421052631,40.1068933400695,0,FALSE,3,6.40279331527988,0,0.100947340303753,0.0478720698639051
"37","BMI",2011,0.406641490618887,0.00924142988364608,15.123,3.05833141531051,-0.0371459041976423,0.184477516216035,0.333027696677377,0.0918310206488296,0.0736137939415096,0.0355929724624206,48,1.98,0.281803240301212,0,0.488384027710313,0.146343382732343,0.00428913801031936,0.010512010394282,1.28,17.169406876196,-12.4043333333333,35.597209958361,0,FALSE,3,6.28848402659919,0,0.34846363936508,0.0359578742687208
"38","BMI",2012,0.549893553000896,0.0124082118152261,14.314,3.01754268781784,0.0506987342386238,0.254260428255244,0.324209497821487,0.115481186465265,0.225684055179409,0.0530709480629263,49.7,0.85,0.268357398834459,0,0.605189043157642,0.0516737463052765,0,-0.0090799181974099,1.96,16.9858979931245,14.618,36.9008377246641,0,FALSE,3,6.26947233267061,0,0.396142768060507,0.0531153253111638
"39","BMI",2013,0.449023992104783,0.010318553096764,14.412,3.02061998906177,-0.00607918060044792,0.185377359730836,0.279257297584913,0.0865761127858602,0.16976669451987,0.0349734023933691,49.7,0.82,0.231281637454854,0,0.474687539280874,0.0413736614737659,0,-0.00704099533905583,1.71,16.5972015411515,4.35904761904762,48.8396999795272,0,FALSE,3,6.55660469918416,0,0.089252137520805,0.0350125000914585
"40","BELFB",2010,1.12709575728917,0.340883315189825,11.702,0.157003748809665,-0.0129352589869715,0.296974190216132,0.895964922469787,0.231663534890841,0.231130834819388,0.0555024677501333,0,0,0.794731576829845,0,1.23024844975145,0.639630461368962,0.0130165872421552,0.0171765274948028,1.17,15.7914656601414,2.73131578947368,21.0149541516836,0,FALSE,3,5.50499405412593,0,0.129970104610239,0.0556746396663572
"41","BELFB",2011,1.19445689636482,0.38062796708014,11.811,0.166361537215225,-0.0138247825216379,0.253513297460749,0.953629616188362,0.230172923599725,0.240827280176463,0.0162360316416365,0,0,0.838886078011111,0,1.27300581671397,0.712867038582203,0.0121382021890449,0.0177241907586303,0.32,15.8030654030281,-5.13245238095238,19.6283166810306,0,FALSE,3,5.44600455287387,0,0.261482044759983,0.0163029772343778
"42","BELFB",2012,1.33610530930515,0.345956792621498,11.547,0.143234168085908,-0.04799372529337,0.268475520551684,1.04566219751813,0.266640437792136,0.290443111787016,0.011661028540833,0,0,0.940771197246176,0,1.39133256187822,0.702710474283301,0.00681116696202691,0.013772830129202,0.2,15.831143045714,-1.8265,17.8388551446964,0,FALSE,3,5.32780461455881,0,0.102388857647237,0.0112114818119066
"43","BELFB",2013,1.54348113621443,0.311266608099495,11.511,0.139761942375159,0.030258343066382,0.375466003646697,1.14590885510311,0.350829429237457,0.397572281111323,0.0797068589998352,0,0,1.04537840382245,-0.000145304180977824,1.74960764315398,0.687960181551004,0.00841762151871531,0.023424036071425,1.39,15.7810430659676,2.92285714285714,17.3383127739474,0,FALSE,3,5.2962217640106,0,0.16857794532632,0.0801692770295746
"44","MSGI",2010,0.171793774872274,0.0372760077553046,73.674,-0.3051673867928,0.40818386132051,0,-6.0778414881025,0,6.24963526297477,-3.09599239567661,0,0,-68.8418404840933,0,0,-6.15586642359031,0,0,-0.27,18.3947275238802,-0.00463995215311006,0.058624915921226,0,FALSE,2,1.46305446901019,0,0.079146418893713,4.60555031520724
"45","CTS",2010,1.46268882990574,0.22221422915915,34.197,5.65429456712047,0.0471403929088488,0.417446925644566,1.04340514748738,0.233034726984945,0.631450306453553,0.0667961151498239,0,0,0.751582079934054,0,1.67502821819193,0.444201136935404,0.181723744437918,0.21422767124011,0.65,17.6363740018422,1.75746411483254,9.64790382659547,0,FALSE,3,5.79887859263604,0,0.182160202508228,0.0673721475340795
"46","CTS",2011,1.42143219326482,0.225896606286724,34.066,5.66178270349592,-0.00773367431877284,0.372939888756694,0.998332804444431,0.273575772729067,0.643047924491908,0.0619846901535589,0,0,0.700816934378429,0,1.73979882975678,0.47049179440305,0.225269871211961,0.256955468057759,0.61,17.3376831194097,-2.40283333333333,9.92957632676883,0,FALSE,3,5.82381763060024,0,0.241987498183141,0.0614326311542135
"47","CTS",2012,1.73980593202445,0.339701405223764,33.433,5.67508117132402,0.204017401248095,0.375125269714247,1.30602015644425,0.253454557135129,0.909679631635619,0.063038109284526,0,0,0.766378225677356,0,1.78861062962722,0.603104779193302,0.22681070176744,0.278848997362815,0.6,16.8032618177866,0.0484999999999989,9.64768096501134,0,FALSE,3,5.77626100812449,0,0.0050271148243698,0.0621911112293186
"48","CTS",2013,1.05923652470994,0.274296748888896,33.559,5.69428417495489,-0.190923488070213,0.297079823442015,0.819857649618234,0.0710752527152771,0.404793259552879,-0.00866550822063935,0,0,0.611151012455883,0,0.903076523678088,0.311307666030803,0.0851773803718736,0.105113121987134,-0.12,16.9973397526472,7.48666666666666,13.5107351023309,0,FALSE,3,6.1167896459886,0,0.554127263243806,0.00888182612501204
"50","CAMP",2010,0.738643090972807,0.0564582382412485,28.147,-1.26940060964839,0.0157486667859932,0.41227427024127,0.293699988700407,0.131660451828802,0.504316774179018,-0.0437048800155668,74,2.1,-1.80802149693396,0,1.5220560605604,0.0696775333540897,0.131620514381331,0.157726292544756,-0.12,16.9407610948005,-0.329816028708134,2.66875580675998,0,FALSE,3,4.319053150798,0,0.123584191507034,0.0449647733584462
"51","CAMP",2011,0.532238864598278,0.0579062155089247,28.722,-1.24827306322252,-0.109195759365339,0.450130104810404,0.277869193757074,0.109723025387648,0.274012914809595,0.0539465510668754,73,1.9,-1.34189202677752,0,1.43424628907733,0.16736043861069,0.0662907791185905,0.122377409923075,0.19,17.2347171950863,1.27247642857143,3.36764041225429,0,FALSE,3,4.57187570436086,0,0.377854008385544,0.0564193253260121
"52","CAMP",2012,0.63982558699352,0.267781167232943,35.041,-1.04982212449868,0.183756078704833,0.245769140253382,0.509170818023648,0.0573577321487847,0.140983913690953,0.189378969730073,63,0.8,-0.361430947719728,0,0.766321538450384,0.330244060063512,0.146899619418639,0.174059243993382,1.54,17.8611178546178,3.77759,6.72480537807381,0,FALSE,3,5.46232178947951,0,0.561739676856198,0.229002909886606
"53","CAMP",2013,0.322184778258938,0.0345665904680454,35.859,-1.02443289049386,-0.00450751359090406,0.146930924480534,0.24056068047405,0.0269013012075965,0.0828857702493275,0.021212991592281,69,1.7,-0.131857353313504,0,0.423977662932632,0.0900837734118358,0.063139338102891,0.0768326180267738,0.34,18.4571545821273,16.9,15.5164480983833,0,FALSE,3,6.32149521048641,0,1.08916679209341,0.0219122313202224
"54","CAJ",2010,0.903661510474372,0.190671006677927,1228.467,7.66849381603222,-0.0634898474898082,0.467112709304755,0.638255211332447,0.0872800935871653,0.266343353173598,0.0559376721740425,38,0.45,0.597184819677182,0,0.840847174791352,0.279795678769969,0.0310141690627369,0.0353741324163862,2.45,18.2495640297924,7.99739234449761,43.9407908436275,0,FALSE,0,10.89636539463,0,0.182003832679253,0.0557568480894856
"55","CAJ",2011,0.921560342194305,0.181283345250431,1201.532,7.7276346649911,-0.0603740228084285,0.468456675449457,0.637009835922572,0.111763414034812,0.285340141864143,0.0582913932246269,36.44,0.44,0.618135159319909,0,0.83404144082554,0.295280125668912,0.0306149833552749,0.0345265599966644,2.66,18.386143593775,-6.52766666666666,46.1143246744992,0,FALSE,0,10.9224763203991,0,0.141553990278349,0.0576827269785642
"56","CAJ",2012,1.00779253465668,0.169857815718918,1152.791,7.60941859411042,-0.0814638755777857,0.486150026718789,0.702287019412946,0.140543833779804,0.306044879831909,0.0572149628692386,0,0,0.721897869054209,0,0.886588720358021,0.315374999818596,0.0310666409213487,0.034884288817801,2.21,18.6192029831343,-5.89,39.2971959799036,0,FALSE,0,10.7210944047943,0,0.149883467589192,0.0562381092312587
"57","CAJ",2013,1.04240472088043,0.1938295131769,1136.999,7.41484212221045,-0.0545883365825465,0.509467790577366,0.753841804130438,0.136058219093856,0.288918687656106,0.0566280846057635,0,0,0.785023192368972,0,0.916774432013204,0.353217051289272,0.025438809310508,0.0242477085904507,1.91,18.6465202020421,-5.77380952380952,34.0114222005112,0,FALSE,0,10.5628440295151,0,0.169760896494435,0.0561576046052933
"58","RFIL",2010,1.18865408105274,0.294162182704402,2.931,-3.54045944899566,0.0123785735585062,0.536508527347318,1.0521165485858,0.286635512349732,0.136537532466941,0.075888742418983,52.1,0.95,0.613268124187503,0,1.01529184734643,0.973739650677672,0,0.0369491090138327,0.43,14.281273332484,1.95833708133971,5.48487401152337,0,FALSE,3,2.77733778555192,0,0.357043220541688,0.0783974251909154
"59","RFIL",2011,0.766271474508081,0.0553533541147235,7.111,-2.64507540194082,-0.0424972940165282,0.305810779206215,0.618536798563049,0.194538278600809,0.147734675945032,0.024391937985818,52.7,0.95,0.25180904021184,0,0.610867168577818,0.406050328480408,0,-0.0144905714065233,0.12,15.077335768595,-3.25845476190476,4.47388416485053,0,FALSE,3,3.45989985289891,0,0.728327923084174,0.0268223305696626
"60","RFIL",2012,0.93507694200803,0.201674621642637,6.978,-2.65926003693278,-0.0774456986606556,0.5080055928267,0.742876474113354,0.256499860191882,0.192200467894676,0.0958799047904087,57.7,0.35,0.29939060274079,0,1.11020190024068,0.547297625812428,0,-0.0116040022649441,0.38,14.5144459544348,0.80733,3.90254853167174,0,FALSE,3,3.30439215214127,0,0.206872507400738,0.0973722676133433
"61","RFIL",2013,0.515957605897465,0.211725635190405,8.075,-2.5133061243097,0.0201193706026401,0.296123632687396,0.452979877190884,0.10683403610525,0.0629777287065811,0.0682169625039028,42.9,0.36,0.171647278693206,0,0.652676659275193,0.362219952940002,0,-0.011191288519449,0.5,17.2374156800599,3.8334619047619,6.94923535370046,0,FALSE,3,4.02740450158237,0,0.551637944269738,0.0719503620975725
"62","CKP",2010,1.3342099933735,0.223987648927675,39.807,1.47796154964571,0.0372333296807255,0.489529812487079,0.907300633248276,0.137862940336642,0.581203886541585,0.0352744268696527,48.29,1.845,0.314512156332525,0.00759976965585262,1.07546084081223,0.385071320086625,0.0676672046040695,0.0792569499856335,0.69,17.7758498248115,4.42964114832536,19.4926663727831,0,FALSE,2,6.65408108760797,0,0.227246548194674,0.0353979279593798
"63","CKP",2011,1.52693021790429,0.13666018213822,40.205,1.48704426422003,0.00862084374438748,0.538199698914066,0.961967455325899,0.191490327208086,0.75308632649271,-0.0973174406003273,49.91,2.138,0.25877004075806,-0.00363282969387873,1.2650477850262,0.340793049061664,0.0398237077227165,0.0170984209656361,-1.64,17.8571132332354,-10.386880952381,17.0137986129685,0,FALSE,2,6.52801606393553,0,0.610497466712913,0.0963923481937734
"64","CKP",2012,2.26398129466829,0.312891157529334,40.727,1.49872979044968,-0.092596339661838,0.796366438036899,1.28092656447351,0.216321437996321,1.26985692300338,-0.384109186273966,52.08,0.75,0.0505216962148577,0,1.81893115164254,0.599598557975197,0.0706808720224853,0.047211862882806,-3.56,17.7612135125161,-0.861499999999999,9.32495472376594,0,FALSE,2,5.93958537332349,0,0.0923865075510069,0.381771290634457
"65","CKP",2013,1.36185089892832,0.207086615311719,41.449,1.51468757588829,-0.0193113681309909,0.503337345011435,0.804989534386847,0.14226909920336,0.771923266577127,-0.0322418255255708,50.79,0.835,-0.0358376884632546,0.153155484819057,1.17489498385229,0.397660537436367,0.0649520841671354,0.0536040790080403,-0.46,17.7209775999505,3.06190476190476,14.1635149917779,0,FALSE,2,6.37513304718119,0,0.216182548165639,0.0324778136124427
"66","CHYR",2010,1.23353899362263,0.183443641257848,16.054,-1.82635091399767,-0.0117680826467299,0.667945822606969,0.917284133923117,0.0731137459676384,0.323408007974977,-0.0789813053825345,73.82,1.7,-1.79138566765795,0,0.913987752229355,0.275643437232368,0.571691477149122,0.66626466794315,-0.15,15.112490255201,-0.00189976076555043,1.88964075784405,0,FALSE,2,3.41234477549956,0,0.00100535551938344,0.0793801675674797
"67","CHYR",2011,1.03323740619846,0.121659188530769,16.64,-1.79576749062559,-0.00709870976721281,0.667134435399159,0.695009856680165,0.0615221513158444,0.339468380900372,-0.122524884843844,70.26,1.36,-1.71785890712173,0,0.911491648036387,0.212643871034924,0.46153156104391,0.533903772816957,-0.26,15.0891671550361,-1.31075,2.08258322018402,0,FALSE,2,3.54541849132648,0,0.629386613363848,0.124844950962884
"68","CHYR",2012,0.709333937792954,0.116525052434,17.135,-1.76609172247948,0.0236522861162851,1.02314909108581,0.112723792165311,0.107233082888316,0.616367313197,-1.04656673150649,71.46,0.58,-3.88240075022648,0,1.41829244247295,0.174060176994646,0,0,-1.31,14.7846517711808,-0.80789,1.24357878279774,0,FALSE,2,3.05911649326878,0,0.649649231054305,1.05341134644709
"69","CHYR",2013,1.11842533690088,0.116276313356235,30.788,-1.17765549600856,-0.0187243284705824,0.751424082762254,0.363026750453828,0.0621789020909908,0.776905067496985,-0.173089635472755,76.87,1.78,-1.95775219282514,0,1.04677386769446,0.027291591968915,0.00123651225749129,-0.0311336121975486,-0.31,15.8490917830266,1.21502857142857,1.47098459056072,0,FALSE,2,3.81305696975093,0,0.825996804606509,0.210743200159447
"70","COHR",2010,0.898180480736529,0.274429621024337,24.554,-1.40649706843741,-0.0113997111708414,0.321520392981509,0.661521000559995,0.127337223044213,0.236696386923188,0.041286347256233,33,2,0.453103010277122,0,0.676698620524626,0.459206044110074,0.0595193984892584,0.0727376057224748,1.49,17.4807556324867,16.6925,36.4154704320914,0,FALSE,3,6.79586846998002,0,0.45839034349779,0.0409166758611177
